,Episode Number,First Activation Time [s],First Event Time [s],First Event Amplitude[A]
69,69,0.014950,0.014900,-0.000000000000570
70,70,0.016375,0.016225,-0.000000000000570
71,71,0.017425,0.017350,-0.000000000000570
72,72,0.014300,0.014250,-0.000000000000570
73,73,0.015500,0.015375,-0.000000000000570
74,74,0.014450,0.014325,-0.000000000000570
75,75,0.014375,0.013825,-0.000000000000570
76,76,0.015350,0.015025,-0.000000000000570
77,77,0.015250,0.015125,-0.000000000000570
78,78,0.013875,0.013475,-0.000000000000570
79,79,0.014250,0.014325,-0.000000000001180
80,80,0.014975,0.014875,-0.000000000000570
81,81,0.015200,0.015100,-0.000000000000570
82,82,0.016950,0.016725,-0.000000000000570
83,83,0.022325,0.022100,-0.000000000000570
84,84,0.014800,0.014700,-0.000000000000570
85,85,0.010700,0.010225,-0.000000000000570
86,86,0.015000,0.014875,-0.000000000000570
87,87,0.014450,0.014350,-0.000000000000570
88,88,0.014550,0.014425,-0.000000000000570
89,89,0.015525,0.015425,-0.000000000000570
90,90,0.018150,0.017900,-0.000000000000570
91,91,0.015200,0.014875,-0.000000000000570
92,92,0.017325,0.017175,-0.000000000000570
93,93,0.015925,0.015850,-0.000000000000570
94,94,0.016400,0.016325,-0.000000000000570
95,95,0.015350,0.015225,-0.000000000000570
96,96,0.014425,0.014275,-0.000000000000570
97,97,0.015200,0.015125,-0.000000000000570
98,98,0.016725,0.016575,-0.000000000000570
99,99,0.015000,0.014875,-0.000000000000570
100,100,0.019975,0.019475,-0.000000000000570
101,101,0.014375,0.014250,-0.000000000000570
102,102,0.016050,0.015950,-0.000000000000570
103,103,0.015925,0.015825,-0.000000000000570
104,104,0.014875,0.014800,-0.000000000000570
105,105,0.017975,0.017850,-0.000000000000570
106,106,0.015150,0.015000,-0.000000000000570
107,107,0.014275,0.014225,-0.000000000000570
108,108,0.014525,0.014175,-0.000000000000570
109,109,0.016250,0.016200,-0.000000000000570
110,110,0.016125,0.016025,-0.000000000000570
111,111,0.017525,0.017450,-0.000000000000570
112,112,0.020950,0.020875,-0.000000000000570
113,113,0.017625,0.017350,-0.000000000000570
114,116,0.024375,0.024150,-0.000000000000570
115,117,0.015950,0.015775,-0.000000000000570
116,118,0.017050,0.016875,-0.000000000000570
117,119,0.022200,0.022025,-0.000000000000570
118,120,0.015850,0.015775,-0.000000000000570
119,121,0.014850,0.014775,-0.000000000000570
120,122,0.018150,0.017950,-0.000000000000570
121,123,0.026075,0.025975,-0.000000000000570
122,124,0.021525,0.021475,-0.000000000000570
123,125,0.018450,0.018400,-0.000000000000570
124,126,0.017175,0.017100,-0.000000000000570
125,127,0.021025,0.020775,-0.000000000000570
126,128,0.016625,0.016475,-0.000000000000570
127,129,0.018425,0.018350,-0.000000000000570
128,130,0.013950,0.013850,-0.000000000000570
129,131,0.016350,0.016300,-0.000000000000570
130,132,0.017575,0.017650,-0.000000000001180
131,133,0.013675,0.013575,-0.000000000000570
132,134,0.014775,0.013875,-0.000000000000570
133,135,0.030750,0.030500,-0.000000000000570
134,136,0.019600,0.019500,-0.000000000000570
135,137,0.014425,0.014350,-0.000000000000570
136,138,0.014350,0.014225,-0.000000000000570
137,139,0.016975,0.016875,-0.000000000000570
138,140,0.016225,0.016100,-0.000000000000570
139,141,0.015850,0.015775,-0.000000000000570
140,142,0.014900,0.014775,-0.000000000000570
141,143,0.014400,0.014350,-0.000000000000570
142,144,0.014200,0.013550,-0.000000000000570
143,145,0.014100,0.014050,-0.000000000000570
144,146,0.014925,0.014825,-0.000000000000570
145,147,0.014000,0.013825,-0.000000000000570
146,148,0.015925,0.015750,-0.000000000000570
147,149,0.014225,0.014100,-0.000000000000570
148,150,0.014450,0.014375,-0.000000000000570
149,151,0.014100,0.014025,-0.000000000000570
150,152,0.015850,0.015725,-0.000000000000570
151,153,0.036025,0.035925,-0.000000000000570
152,154,0.014550,0.014450,-0.000000000000570
153,155,0.016250,0.016150,-0.000000000000570
154,157,0.059650,0.059575,-0.000000000000570
155,158,0.014650,0.014500,-0.000000000000570
156,159,0.015275,0.015075,-0.000000000000570
157,160,0.032750,0.032575,-0.000000000000570
158,161,0.016600,0.016425,-0.000000000000570
159,162,0.015425,0.015325,-0.000000000000570
160,163,0.016625,0.016525,-0.000000000000570
161,167,0.028950,0.028900,-0.000000000000570
162,168,0.020500,0.020425,-0.000000000000570
163,169,0.021925,0.021825,-0.000000000000570
164,170,0.027975,0.027825,-0.000000000000570
165,171,0.026975,0.026875,-0.000000000000570
166,172,0.016025,0.015950,-0.000000000000570
167,173,0.014300,0.013800,-0.000000000000570
168,174,0.023100,0.023000,-0.000000000000570
169,175,0.019250,0.019100,-0.000000000000570
170,176,0.016675,0.016575,-0.000000000000570
171,177,0.021450,0.021350,-0.000000000000570
172,178,0.018600,0.018500,-0.000000000000570
173,179,0.026650,0.026525,-0.000000000000570
174,180,0.027800,0.027650,-0.000000000000570
175,181,0.023475,0.023275,-0.000000000000570
176,182,0.020300,0.020225,-0.000000000000570
177,183,0.017825,0.017775,-0.000000000000570
178,184,0.027125,0.027050,-0.000000000000570
179,185,0.017050,0.016775,-0.000000000000570
180,186,0.018475,0.018375,-0.000000000000570
181,187,0.021500,0.021425,-0.000000000000570
182,188,0.013725,0.013600,-0.000000000000570
183,189,0.015050,0.014900,-0.000000000000570
184,190,0.015600,0.015525,-0.000000000000570
185,192,0.017925,0.017825,-0.000000000000570
186,193,0.018925,0.018825,-0.000000000000570
187,194,0.014550,0.014250,-0.000000000000570
188,195,0.019400,0.019300,-0.000000000000570
189,196,0.021750,0.021675,-0.000000000000570
190,197,0.015675,0.015350,-0.000000000000570
191,198,0.015900,0.015775,-0.000000000000570
192,199,0.023950,0.023850,-0.000000000000570
193,200,0.014800,0.014725,-0.000000000000570
194,202,0.016525,0.016450,-0.000000000000570
195,203,0.030325,0.030250,-0.000000000000570
196,205,0.036475,0.036325,-0.000000000000570
197,206,0.032750,0.032675,-0.000000000000570
198,207,0.015550,0.014525,-0.000000000000570
199,208,0.017150,0.017075,-0.000000000000570
200,209,0.016300,0.016150,-0.000000000000570
201,210,0.016725,0.016475,-0.000000000000570
202,211,0.015075,0.014975,-0.000000000000570
203,212,0.017600,0.017450,-0.000000000000570
204,213,0.015725,0.015625,-0.000000000000570
205,214,0.034100,0.034000,-0.000000000000570
206,215,0.018500,0.018425,-0.000000000000570
207,216,0.017925,0.017875,-0.000000000000570
208,217,0.014625,0.014700,-0.000000000001180
209,218,0.015525,0.015275,-0.000000000000570
210,219,0.015700,0.015600,-0.000000000000570
211,220,0.014025,0.013925,-0.000000000000570
212,221,0.017375,0.017275,-0.000000000000570
213,222,0.016725,0.016625,-0.000000000000570
214,223,0.018225,0.018175,-0.000000000000570
215,224,0.014100,0.013850,-0.000000000000570
216,225,0.014150,0.014025,-0.000000000000570
217,226,0.041625,0.041550,-0.000000000000570
218,227,0.023125,0.023025,-0.000000000000570
219,228,0.013325,0.013225,-0.000000000000570
220,229,0.029075,0.029000,-0.000000000000570
221,230,0.046375,0.046275,-0.000000000000570
222,231,0.016875,0.016825,-0.000000000000570
223,232,0.016075,0.015950,-0.000000000000570
224,233,0.019875,0.019925,-0.000000000001750
225,234,0.047500,0.047400,-0.000000000000570
226,235,0.019725,0.019650,-0.000000000000570
227,236,0.033950,0.033900,-0.000000000000570
228,238,0.014800,0.013800,-0.000000000000570
229,239,0.020500,0.020375,-0.000000000000570
230,240,0.013650,0.013550,-0.000000000000570
231,241,0.017750,0.017650,-0.000000000000570
232,242,0.019700,0.019600,-0.000000000000570
233,243,0.016425,0.016350,-0.000000000000570
